"STATION","NAME","DATE","CDSD","CLDD","DP01","DP05","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1932-07","407","238","8","4","1","0","0","0","0","0","30","6","50","0","0.0","1.78","97","10","10","4.76","0.0","72.4","83.6","61.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1932-08","625","218","4","3","1","0","0","0","0","0","31","3","50","0","0.0","1.23","94","13","3","3.12","0.0","71.9","83.0","60.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1932-09","679","53","6","2","2","0","0","0","0","0","18","0","37","0","0.0","2.33","87","137","123","5.04","0.0","62.7","72.3","53.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1932-10","679","0","4","3","0","0","0","0","1","0","7","0","32","0","0.0","0.69","75","544","408","2.68","0.0","51.9","60.0","43.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1932-11","679","0","4","1","0","12","2","0","20","5","0","0","14","7","3.5","0.67","61","1442","898","1.81","7.3","35.1","42.2","27.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1932-12","679","0","7","1","1","9","1","1","27","12","0","0","-2","2","1.2","1.35","58","2552","1110","3.17","2.5","28.0","35.7","20.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-01","0","0","2","1","0","2","0","0","27","5","0","0","8","1","0.6","0.59","57","3537","985","0.91","0.9","33.2","40.1","26.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-02","0","0","4","1","0","11","1","4","22","7","0","0","-13","5","4.5","0.75","55","4503","966","1.71","5.7","26.3","34.8","18.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-03","0","0","5","0","0","1","1","0","26","5","0","0","6","5","5.0","0.33","59","5440","937","1.52","5.4","33.8","40.5","27.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-04","0","0","7","3","2","0","0","0","7","0","2","0","26","0","0.0","1.54","75","5956","516","4.02","0.0","47.8","56.9","38.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-05",,,"10","2","1","0","0","0","0","0","14","0","34","0","0.0","1.23","86",,,"4.35","0.0","59.4","68.3","50.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-06",,"295","4","2","1","0","0","0","0","0","26","12","42","0","0.0","1.83","98",,"33","2.65","0.0","74.0","86.4","61.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-07",,"296","5","1","0","0","0","0","0","0","31","10","54","0","0.0","0.96","99","0","0","2.25","0.0","74.6","86.3","62.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-08",,"188","0","0","0","0","0","0","0","0","31","2","51","0","0.0","0.08","90","1","1","0.19","0.0","71.0","82.1","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-09",,"153","5","2","0","0","0","0","0","0","22","4","46","0","0.0","0.93","97","66","65","2.40","0.0","67.9","77.8","58.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-10",,"0","4","1","0","0","0","0","4","0","6","0","24","0","0.0","0.70","75","533","466","1.45","0.0","49.5","58.6","40.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-11",,"0","6","0","0","6","2","0","24","4","2","0","7","2","1.8","0.35","74","1429","896","1.49","4.7","35.1","42.7","27.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1933-12",,"0","6","0","0","10","3","2","27","11","0","0","-4","4","3.3","0.39","59","2579","1150","1.35","7.1","27.9","35.0","20.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-01",,,"3","0","0","6","1","2","30",,,,"-1","1","1.0","0.29",,,,"0.94","4.3",,,"22.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-02",,,"2","0","0","15","2","5","24","19","0","0","-17","3","1.4","0.17","43",,,"0.41","5.5","15.6","25.4","5.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-03",,"0","4","2","1","5","3","0","25","7","0","0","9","11","5.6","1.29","63",,"1035","2.67","15.3","30.4","39.1","21.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-04",,"0","8","1","0","0","0","0","10","0","3","0","24","0","0.0","0.73","74",,"575","2.71","0.0","44.7","54.1","35.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-05",,"81","4","0","0","0","0","0","1","0","22","2","31","0","0.0","0.37","90",,"130","0.86","0.0","63.3","75.8","50.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-06",,"283","5","1","0","0","0","0","0","0","30","12","51","0","0.0","0.56","103",,"4","1.35","0.0","74.3","87.7","60.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-07",,"354","2","0","0","0","0","0","0","0","29","17","53","0","0.0","0.31","105","0","0","0.65","0.0","77.3","89.7","65.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-08",,"216","2","0","0","0","0","0","0","0","28","6","45","0","0.0","0.39","99","30","30","0.74","0.0","71.3","83.6","59.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-09",,"100","11","3","0","0","0","0","0","0","23","0","41","0","0.0","0.64","86","89","59","3.45","0.0","66.2","75.6","56.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-10",,"2","5","1","0","0","0","0","5","0","8","0","28","0","0.0","0.88","80","493","404","1.59","0.0","52.0","61.1","42.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-11",,"0","6","0","0","0","0","0","12","0","0","0","25","0","0.0","0.42","66","1109","616","1.84","0.0","43.0","49.3","36.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1934-12",,"0","9","0","0","25","5","1","30","20","0","0","-2","5","2.1","0.28","49","2290","1182","1.75","10.2","25.6","31.2","20.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-01","0","0","4","1","0","9","0","1","25","13","0","0","0","2","0.7","0.75","44","3473","1182","1.68","1.3","24.3","31.0","17.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-02","0","0","6","0","0","18","5","0","27","17","0","0","1","6","3.7","0.42","44","4501","1028","1.70","12.0","25.3","31.9","18.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-03","0","0","6","1","0","4","1","0","21","2","0","0","13","4","3.5","0.56","68","5284","783","2.16","4.3","39.7","49.1","30.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-04","0","0","5","1","0","0","0","0","10","0","2","0","21","0","0.5","0.90","79","5819","535","1.68","0.5","44.8","53.9","35.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-05","4","4","8","4","1","0","0","0","1","0","9","0","31","0","0.0","1.16","79","6178","359","4.16","0.0","53.1","63.0","43.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-06","69","65","5","0","0","0","0","0","0","0","21","0","44","0","0.0","0.44","85","6252","74","2.20","0.0","64.6","73.9","55.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-07","391","322","5","1","0","0","0","0","0","0","31","8","58","0","0.0","0.97","95","0","0","1.91","0.0","75.9","85.4","66.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-08","630","239","7","2","1","0","0","0","0","0","27","2","45","0","0.0","1.80","95","33","33","3.74","0.0","71.7","80.8","62.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-09","677","47","2","1","0","0","0","0","0","0","20","0","34","0","0.0","0.78","89","167","135","1.50","0.0","62.1","73.4","50.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-10","679","2","3","0","0","0","0","0","5","0","5","0","28","0","0.0","0.27","80","592","425","0.85","0.0","51.3","61.0","41.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-11","679","0","8","2","0","2","0","0","12","3","0","0","19","1","0.1","0.57","63","1377","785","2.70","0.1","38.8","44.5","33.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1935-12","679","0","4","1","0",,"1","0","28","21","0","0","2",,"1.5","0.50","47","2633","1256","1.58","4.1","24.5","29.2","19.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-01","0","0","5","0","0","27","4","6","30","18","0","0","-7","6","3.0","0.35","41","4009","1376","1.28","10.6","20.6","26.9","14.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-02","0","0","5","3","0","23","4","10","27","21","0","0","-10","12","3.7","0.74","46","5445","1436","2.30","12.3","15.5","23.9","7.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-03","0","0","4","0","0","1","0","0","22","3","0","0","9","1","0.5","0.47","66","6296","850","1.25","1.9","37.6","46.0","29.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-04","0","0","10","1","0","0","2","0","14","3","3","0","19","0","10.0","0.53","74","6967","672","2.60","21.0","42.6","51.6","33.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-05","76","76","2","0","0","0","0","0","0","0","20","0","35","0","0.0","0.26","88","7104","136","0.47","0.0","62.8","74.9","50.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-06","170","94","6","3","1","0","0","0","0","0","29","0","47","0","0.0","1.15","88","7139","36","3.22","0.0","66.9","78.8","55.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-07","488","318","0","0","0","0","0","0","0","0","30","14","50","0","0.0","0.08","103","2","2","0.11","0.0","75.4","88.4","62.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-08","750","262","3","1","0","0","0","0","0","0","27","12","52","0","0.0","0.64","101","7","4","1.27","0.0","74.6","87.1","62.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-09","875","125","10","4","1","0","0","0","0","0","22","1","36","0","0.0","1.09","90","107","100","4.64","0.0","65.9","76.3","55.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-10","875","0","7","4","1","0","0","0","4","0","8","0","22","0","0.0","1.03","75","554","446","4.11","0.0","50.6","59.9","41.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-11","875","0","2","1","1","4","0","0","22","6","0","0","9","1","0.3","1.03","63","1441","887","1.27","0.9","35.4","43.0","27.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1936-12","875","0","6","1","1","8","0","0","25","5","0","0","7","2","0.3","1.03","57","2469","1028","1.90","0.7","31.8","39.1","24.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-01","0","0","11","1","0","8","1","0","29","9","0","0","1","4","3.5","0.50","57","3573","1104","2.78","4.2","29.4","37.3","21.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-02","0","0","3","1","0","3","1","0","26","13","0","0","8","2","1.5","0.65","59","4613","1040","1.15","2.5","27.8","35.1","20.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-03","0","0","2","1","0","1","1","0","30","6","0","0","10","2","2.5","0.50","57","5615","1002","0.93","3.8","31.7","39.3","24.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-04","0","0","10","5","2","0","0","0","9","0","1","0","25","0","0.3","1.36","71","6162","547","6.67","0.3","45.5","54.7","36.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-05","29","29","7","2","0","0","0","0","0","0","13","1","34","0","0.0","0.94","91","6374","211","3.41","0.0","59.1","69.6","48.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-06","122","93","11","3","2","0","0","0","0","0","26","0","43","0","0.0","1.32","86","6410","36","4.93","0.0","67.1","76.4","57.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-07","366","245","6","3","2","0","0","0","0","0","30","5","49","0","0.0","1.84","92","13","13","4.30","0.0","72.5","82.4","62.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-08","630","264","7","3","2","0","0","0","0","0","31","3","53","0","0.0","1.42","91","13","0","4.50","0.0","73.5","83.6","63.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-09","697","67","4","1","0","0","0","0","0","0","15","1","36","0","0.0","0.63","90","171","158","1.16","0.0","61.8","72.8","50.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-10","705","8","3","1","1","0","0","0","8","0","5","0","26","0","0.0","1.27","85","665","493","2.07","0.0","48.8","57.2","40.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-11","705","0","5","1","0","2","0","0","18","7","0","0","16","1","0.4","0.82","63","1467","802","1.54","0.8","37.4","44.6","30.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1937-12","705","0","6","1","0","28","3","0","28","14","0","0","6","5","2.5","0.59","43","2585","1118","1.86","6.0","26.4","31.6","21.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-01","0","0","4","0","0","27","2","1","31","18","0","0","-1","4","1.4","0.47","52","3852","1268","1.04","5.6","24.1","30.7","17.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-02","0","0","11","3","0","10","3","0","24","9","0","0","3","3","2.5","0.75","62","4795","943","3.89","6.3","31.3","39.1","23.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-03","1","1","8","4","2","1","0","0","17","2","3","0","9","1","0.0","1.22","81","5495","700","4.42","0.0","41.8","52.0","31.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-04","8","6","5","0","0","1","0","0","11","0","9","0","21","1","0.8","0.40","83","5988","493","1.59","1.3","48.8","58.4","39.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-05","35","27","8","2","0","0","0","0","1","0","16","0","31","0","0.0","0.92","88","6209","221","3.69","0.0","58.7","69.4","48.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-06","137","103","4","1","0","0","0","0","0","0","28","1","49","0","0.0","0.62","91","6236","27","1.89","0.0","67.5","77.8","57.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-07","390","252","7","1","1","0","0","0","0","0","31","1","54","0","0.0","1.12","90","0","0","2.54","0.0","73.1","83.2","63.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-08","682","292","5","2","1","0","0","0","0","0","31","7","54","0","0.0","1.06","92","0","0","2.36","0.0","74.4","85.0","63.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-09","724","42","5","0","0","0","0","0","0","0","16","0","42","0","0.0","0.45","88","121","121","1.64","0.0","62.4","71.6","53.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-10","742","18","3","1","0","0","0","0","1","0","14","0","32","0","0.0","0.54","85","396","276","0.98","0.0","56.2","68.1","44.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-11","742","0","2","1","0","3","1","0","17","4","3","0","11","1","1.1","0.61","74","1082","686","0.97","1.8","42.1","52.1","32.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1938-12","742","0","6","1","0","14","2","0","27","10","0","0","8","4","2.8","0.72","46","2200","1118","2.18","6.4","28.9","34.6","23.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-01","0","0","8","1","0","20","6","0","28","16","0","0","2","12","6.2","0.56","57","3360","1160","2.23","19.3","27.6","34.3","20.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-02","0","0","7","2","2","17","3","0","27","13","0","0","4","11","4.9","1.81","54","4450","1090","4.54","10.4","26.1","34.0","18.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-03","0","0","5","1","0","0","0","0","27","6","1","0","9","0","0.3","0.99","80","5377","928","1.93","0.7","34.1","42.1","26.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-04","2","2","10","4","0","0","0","0","13","0","5","0","19","0","0.3","0.97","82","5992","615","4.26","0.6","44.6","53.8","35.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-05","87","85","3","0","0","0","0","0","1","0","23","1","32","0","0.0","0.24","90","6153","161","0.68","0.0","62.5","74.7","50.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-06","270","183","9","2","1","0","0","0","0","0","28","2","46","0","0.0","1.18","90","6177","24","4.22","0.0","70.3","80.9","59.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-07","534","264","6","1","0","0","0","0","0","0","31","6","49","0","0.0","0.64","96","3","3","1.97","0.0","73.4","84.9","62.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-08","777","243","2","0","0","0","0","0","0","0","31","3","54","0","0.0","0.43","91","3","0","0.76","0.0","72.9","84.1","61.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-09","922","145","6","3","1","0","0","0","0","0","26","6","40","0","0.0","1.23","98","91","88","3.49","0.0","66.9","78.7","55.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-10","940","18","3","1","0","0","0","0","5","0","10","0","29","0","0.0","0.71","87","486","395","1.50","0.0","52.8","63.1","42.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-11","940","0","1","0","0","0","0","0","17","0","0","0","22","0","0.0","0.17","65","1208","722","0.25","0.0","38.9","46.5","31.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1939-12","940","0","3","0","0","2","0","0","24","10","0","0","7","3","0.7","0.16","54","2200","992","0.72","1.2","33.0","38.7","27.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-01","0","0","3","1","1","27","4","2","31","27","0","0","-12","4","2.2","1.15","44","3654","1454","1.72","8.3","18.1","23.6","12.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-02","0","0","7","0","0","24","7","0","29","11","0","0","5","7","2.5","0.20","40","4773","1120","1.25","14.4","26.4","32.6","20.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-03","0","0","6","0","0","10","3","0","28","12","0","0","4","4","4.3","0.44","63","5909","1136","2.15","10.3","28.4","34.3","22.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-04","0","0","6","2","0","2","1","0","10","1","2","0","18","4","3.5","0.81","74","6570","661","2.71","4.2","43.0","52.6","33.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-05","22","22","10","1","0","0","1","0","1","0","11","0","31","0","1.2","0.60","85","6856","286","3.28","1.6","56.5","66.7","46.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-06","162","140","12","3","1","0","0","0","0","0","28","1","43","0","0.0","1.14","90","6889","33","4.76","0.0","68.6","78.7","58.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-07","432","270","7","1","0","0","0","0","0","0","30","10","49","0","0.0","0.80","99","17","17","2.16","0.0","73.5","85.0","62.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-08","641","208","10","4","2","0","0","0","0","0","25","3","47","0","0.0","1.07","94","63","45","5.36","0.0","70.2","79.6","60.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-09","706","66","4","1","0","0","0","0","0","0","21","1","34","0","0.0","0.81","90","157","94","1.18","0.0","63.4","73.7","53.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-10","714","7","6","2","1","0","0","0","2","0","8","0","31","0","0.0","1.07","83","555","398","2.82","0.0","52.4","61.7","43.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-11","714","0","5","1","0","4","2","0","17","5","0","0","16","4","1.1","0.86","65","1389","834","2.06","3.0","37.2","44.2","30.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1940-12","714","0","7","2","2","7","2","0","25","8","0","0","5","4","1.6","1.22","52","2423","1034","3.42","3.9","31.6","37.4","25.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-01","0","0","6","0","0","20","3","0","30","20","0","0","8","3","1.5","0.33","44","3637","1214","1.66","5.5","25.8","31.0","20.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-02","0","0","3","0","0","7","2","0","26","18","0","0","7","3","2.6","0.18","49","4715","1078","0.60","5.2","24.9","31.6","18.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-03","0","0","2","1","0","4","1","0","30","6","0","0","6","2","3.5","0.77","50","5787","1072","1.54","6.7","30.4","38.8","22.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-04","16","16","6","2","0","0","0","0","3","0","9","0","24","0","0.0","0.68","85","6169","382","2.48","0.0","52.8","64.0","41.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-05","96","80","6","2","0","0","0","0","0","0","19","0","35","0","0.0","0.83","89","6333","164","2.52","0.0","62.2","73.7","50.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-06","255","159","8","3","1","0","0","0","0","0","27","6","45","0","0.0","1.03","93","6366","33","4.01","0.0","69.2","79.2","59.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-07","527","272","7","1","0","0","0","0","0","0","31","7","48","0","0.0","0.72","99","5","5","2.39","0.0","73.6","85.1","62.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-08","729","202","5","2","1","0","0","0","0","0","31","4","46","0","0.0","1.21","95","23","18","2.65","0.0","70.9","82.5","59.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-09","847","118","6","0","0","0","0","0","0","0","27","0","37","0","0.0","0.48","89","90","67","1.83","0.0","66.7","78.0","55.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1941-10","869","22","10","2","0","0","0","0","2","0","8","0","28","0","0.0","0.99","82","415","324","4.20","0.0","54.9","63.0","46.7"
